Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-13,1.0,-1.129402615593034,-1.129402615593034
2024-10-14,4.0,-0.20104446127007147,-0.20104446127007147
2024-10-15,4.0,-0.20104446127007147,-0.20104446127007147
2024-10-16,2.625,-0.626541948668096,-0.626541948668096
2024-10-17,4.125,-0.1623628715066147,-0.1623628715066147
2024-10-18,3.125,-0.47181558961426884,-0.47181558961426884
2024-10-20,1.125,-1.0907210258295772,-1.0907210258295772
2024-10-21,8.25,1.1141295906874586,1.1141295906874586
2024-10-22,4.5,-0.04631810221624438,-0.04631810221624438
2024-10-23,3.25,-0.4331339998508121,-0.4331339998508121
2024-10-24,2.75,-0.5878603589046392,-0.5878603589046392
2024-10-25,5.375,0.224453026127953,0.224453026127953
2024-10-27,3.375,-0.3944524100873553,-0.3944524100873553
2024-10-28,4.75,0.031045077310669158,0.031045077310669158
2024-10-29,6.75,0.6499505135259775,0.6499505135259775
2024-11-03,2.5,-0.6652235384315527,-0.6652235384315527
2024-11-04,4.625,-0.007636512452787612,-0.007636512452787612
2024-11-05,13.0,2.584030001698816,2.584030001698816
2024-11-06,6.25,0.4952241544721504,0.4952241544721504
2024-11-07,8.625,1.230174359977829,1.230174359977829
2024-11-08,4.875,0.06972666707412593,0.06972666707412593
2024-11-10,2.0,-0.8199498974853798,-0.8199498974853798
2024-11-11,4.125,-0.1623628715066147,-0.1623628715066147
2024-11-12,6.5,0.5725873339990639,0.5725873339990639
2024-11-15,8.25,1.1141295906874586,1.1141295906874586
2024-11-17,1.5,-0.9746762565392069,-0.9746762565392069
2024-11-18,5.375,0.224453026127953,0.224453026127953
2024-11-19,5.0,0.1084082568375827,0.1084082568375827
2024-11-20,2.75,-0.5878603589046392,-0.5878603589046392
2024-11-21,4.75,0.031045077310669158,0.031045077310669158
2024-11-22,3.625,-0.3170892305604418,-0.3170892305604418
2024-11-24,2.0,-0.8199498974853798,-0.8199498974853798
2024-11-25,7.125,0.7659952828163478,0.7659952828163478
2024-11-26,3.875,-0.23972605103352823,-0.23972605103352823
2024-11-28,1.875,-0.8586314872488365,-0.8586314872488365
2024-11-29,6.375,0.5339057442356072,0.5339057442356072
2024-12-01,2.125,-0.781268307721923,-0.781268307721923
2024-12-02,7.25,0.8046768725798046,0.8046768725798046
2024-12-03,7.5,0.8820400521067181,0.8820400521067181
2024-12-04,6.125,0.45654256470869364,0.45654256470869364
2024-12-05,5.375,0.224453026127953,0.224453026127953
2024-12-08,1.0,-1.129402615593034,-1.129402615593034
2024-12-09,5.875,0.3791793851817801,0.3791793851817801
2024-12-10,5.875,0.3791793851817801,0.3791793851817801
2024-12-13,7.875,0.9980848213970884,0.9980848213970884
2024-12-15,1.5,-0.9746762565392069,-0.9746762565392069
2024-12-16,3.125,-0.47181558961426884,-0.47181558961426884
2024-12-17,4.125,-0.1623628715066147,-0.1623628715066147
2024-12-18,12.625,2.467985232408446,2.467985232408446
2024-12-22,1.25,-1.0520394360661205,-1.0520394360661205
2024-12-23,4.75,0.031045077310669158,0.031045077310669158
2024-12-24,2.75,-0.5878603589046392,-0.5878603589046392
2024-12-25,2.0,-0.8199498974853798,-0.8199498974853798
2024-12-26,4.375,-0.08499969197970116,-0.08499969197970116
2024-12-27,3.375,-0.3944524100873553,-0.3944524100873553
2024-12-29,0.875,-1.1680842053564908,-1.1680842053564908
2024-12-30,6.875,0.6886321032894342,0.6886321032894342
2024-12-31,4.0,-0.20104446127007147,-0.20104446127007147
2025-01-01,2.0,-0.8199498974853798,-0.8199498974853798
2025-01-02,5.5,0.2631346158914098,0.2631346158914098
2025-01-03,4.625,-0.007636512452787612,-0.007636512452787612
2025-01-05,1.875,-0.8586314872488365,-0.8586314872488365
2025-01-06,4.375,-0.08499969197970116,-0.08499969197970116
2025-01-07,4.75,0.031045077310669158,0.031045077310669158
2025-01-08,4.625,-0.007636512452787612,-0.007636512452787612
2025-01-09,2.5,-0.6652235384315527,-0.6652235384315527
2025-01-12,2.625,-0.626541948668096,-0.626541948668096
2025-01-13,3.0,-0.5104971793777257,-0.5104971793777257
2025-01-16,7.125,0.7659952828163478,0.7659952828163478
2025-01-17,4.751953125,0.03164947715072317,0.03164947715072317
2025-01-19,1.25,-1.0520394360661205,-1.0520394360661205
2025-01-20,7.875,0.9980848213970884,0.9980848213970884
2025-01-21,5.25,0.18577143636449625,0.18577143636449625
2025-01-22,3.75,-0.278407640796985,-0.278407640796985
2025-01-23,3.75,-0.278407640796985,-0.278407640796985
2025-01-24,3.5,-0.35577082032389856,-0.35577082032389856
2025-01-26,2.125,-0.781268307721923,-0.781268307721923
2025-01-27,7.0,0.7273136930528911,0.7273136930528911
2025-01-28,4.375,-0.08499969197970116,-0.08499969197970116
2025-01-29,6.0,0.4178609749452369,0.4178609749452369
2025-02-02,5.5,0.2631346158914098,0.2631346158914098
2025-02-03,4.375,-0.08499969197970116,-0.08499969197970116
2025-02-04,5.75,0.3404977954183233,0.3404977954183233
2025-02-05,6.375,0.5339057442356072,0.5339057442356072
2025-02-06,2.5,-0.6652235384315527,-0.6652235384315527
2025-02-09,1.625,-0.9359946667757502,-0.9359946667757502
2025-02-10,3.75,-0.278407640796985,-0.278407640796985
2025-02-11,3.625,-0.3170892305604418,-0.3170892305604418
2025-02-14,6.625,0.6112689237625207,0.6112689237625207
2025-02-16,1.5,-0.9746762565392069,-0.9746762565392069
2025-02-17,2.125,-0.781268307721923,-0.781268307721923
2025-02-18,3.75,-0.278407640796985,-0.278407640796985
2025-02-19,4.625,-0.007636512452787612,-0.007636512452787612
2025-02-20,2.5,-0.6652235384315527,-0.6652235384315527
2025-02-21,6.75,0.6499505135259775,0.6499505135259775
2025-02-23,0.875,-1.1680842053564908,-1.1680842053564908
2025-02-24,6.25,0.4952241544721504,0.4952241544721504
2025-02-25,6.875,0.6886321032894342,0.6886321032894342
2025-02-26,9.0,1.3462191292681993,1.3462191292681993
2025-03-02,4.75,0.031045077310669158,0.031045077310669158
2025-03-03,14.25,2.970845899333384,2.970845899333384
2025-03-04,15.75,3.435024976494865,3.435024976494865
2025-03-05,13.75,2.8161195402795567,2.8161195402795567
2025-03-06,8.75,1.268855949741286,1.268855949741286
2025-03-09,5.25,0.18577143636449625,0.18577143636449625
2025-03-10,14.5,3.0482090788602973,3.0482090788602973
2025-03-11,8.0,1.0367664111605452,1.0367664111605452
2025-03-14,6.875,0.6886321032894342,0.6886321032894342
2025-03-16,4.25,-0.12368128174315793,-0.12368128174315793
2025-03-17,6.375,0.5339057442356072,0.5339057442356072
2025-03-18,4.5,-0.04631810221624438,-0.04631810221624438
2025-03-19,8.625,1.230174359977829,1.230174359977829
2025-03-20,5.875,0.3791793851817801,0.3791793851817801
2025-03-21,4.875,0.06972666707412593,0.06972666707412593
2025-03-23,2.125,-0.781268307721923,-0.781268307721923
2025-03-24,4.875,0.06972666707412593,0.06972666707412593
2025-03-25,5.0,0.1084082568375827,0.1084082568375827
2025-03-26,3.25,-0.4331339998508121,-0.4331339998508121
2025-03-30,3.875,-0.23972605103352823,-0.23972605103352823
2025-03-31,6.75,0.6499505135259775,0.6499505135259775
2025-04-01,5.5,0.2631346158914098,0.2631346158914098
2025-04-02,18.0,4.131293592237087,4.131293592237087
2025-04-03,13.25,2.6613931812257294,2.6613931812257294
2025-04-04,15.875,3.473706566258322,3.473706566258322
2025-04-06,15.5,3.3576617969679514,3.3576617969679514
2025-04-07,26.375,6.72296010638869,6.72296010638869
2025-04-08,15.5,3.3576617969679514,3.3576617969679514
2025-04-09,13.0,2.584030001698816,2.584030001698816
2025-04-13,6.625,0.6112689237625207,0.6112689237625207
2025-04-14,10.25,1.733035026902767,1.733035026902767
2025-04-15,7.125,0.7659952828163478,0.7659952828163478
2025-04-16,6.0,0.4178609749452369,0.4178609749452369
2025-04-17,4.75,0.031045077310669158,0.031045077310669158
2025-04-20,2.375,-0.7039051281950095,-0.7039051281950095
2025-04-21,6.375,0.5339057442356072,0.5339057442356072
2025-04-22,5.25,0.18577143636449625,0.18577143636449625
2025-04-23,6.375,0.5339057442356072,0.5339057442356072
2025-04-24,5.5,0.2631346158914098,0.2631346158914098
2025-04-25,6.375,0.5339057442356072,0.5339057442356072
2025-04-27,1.5,-0.9746762565392069,-0.9746762565392069
2025-04-28,7.125,0.7659952828163478,0.7659952828163478
2025-04-29,6.25,0.4952241544721504,0.4952241544721504
2025-05-01,11.25,2.0424877450104213,2.0424877450104213
2025-05-04,2.125,-0.781268307721923,-0.781268307721923
2025-05-05,5.375,0.224453026127953,0.224453026127953
2025-05-06,5.125,0.14708984660103946,0.14708984660103946
2025-05-07,5.875,0.3791793851817801,0.3791793851817801
2025-05-08,8.375,1.1528111804509156,1.1528111804509156
2025-05-09,4.625,-0.007636512452787612,-0.007636512452787612
2025-05-11,1.125,-1.0907210258295772,-1.0907210258295772
2025-05-12,7.125,0.7659952828163478,0.7659952828163478
2025-05-14,7.0,0.7273136930528911,0.7273136930528911
2025-05-16,6.625,0.6112689237625207,0.6112689237625207
2025-05-18,3.0,-0.5104971793777257,-0.5104971793777257
2025-05-19,7.0,0.7273136930528911,0.7273136930528911
2025-05-20,4.0,-0.20104446127007147,-0.20104446127007147
2025-05-21,5.75,0.3404977954183233,0.3404977954183233
2025-05-22,5.25,0.18577143636449625,0.18577143636449625
2025-05-23,7.375,0.8433584623432614,0.8433584623432614
2025-05-25,3.125,-0.47181558961426884,-0.47181558961426884
2025-05-26,3.625,-0.3170892305604418,-0.3170892305604418
2025-05-27,3.5,-0.35577082032389856,-0.35577082032389856
2025-05-28,8.875,1.3075375395047426,1.3075375395047426
2025-06-01,3.5,-0.35577082032389856,-0.35577082032389856
2025-06-02,5.375,0.224453026127953,0.224453026127953
2025-06-03,4.875,0.06972666707412593,0.06972666707412593
2025-06-04,9.5,1.5009454883220266,1.5009454883220266
2025-06-05,8.625,1.230174359977829,1.230174359977829
2025-06-08,2.125,-0.781268307721923,-0.781268307721923
2025-06-09,3.625,-0.3170892305604418,-0.3170892305604418
2025-06-10,3.5,-0.35577082032389856,-0.35577082032389856
2025-06-13,8.875,1.3075375395047426,1.3075375395047426
2025-06-15,2.75,-0.5878603589046392,-0.5878603589046392
2025-06-16,4.5,-0.04631810221624438,-0.04631810221624438
2025-06-17,4.0,-0.20104446127007147,-0.20104446127007147
2025-06-18,4.5,-0.04631810221624438,-0.04631810221624438
2025-06-19,3.125,-0.47181558961426884,-0.47181558961426884
2025-06-20,6.125,0.45654256470869364,0.45654256470869364
2025-06-22,3.375,-0.3944524100873553,-0.3944524100873553
2025-06-23,9.125,1.3849007190316562,1.3849007190316562
2025-06-24,4.5,-0.04631810221624438,-0.04631810221624438
2025-06-25,5.125,0.14708984660103946,0.14708984660103946
2025-06-29,1.5,-0.9746762565392069,-0.9746762565392069
2025-06-30,3.625,-0.3170892305604418,-0.3170892305604418
2025-07-01,7.375,0.8433584623432614,0.8433584623432614
2025-07-02,3.0,-0.5104971793777257,-0.5104971793777257
2025-07-04,3.25,-0.4331339998508121,-0.4331339998508121
2025-07-06,1.375,-1.0133578463026636,-1.0133578463026636
2025-07-07,4.25,-0.12368128174315793,-0.12368128174315793
2025-07-08,3.125,-0.47181558961426884,-0.47181558961426884
2025-07-09,6.375,0.5339057442356072,0.5339057442356072
2025-07-10,2.875,-0.5491787691411824,-0.5491787691411824
2025-07-11,4.0,-0.20104446127007147,-0.20104446127007147
2025-07-13,0.0,-1.4388553337006882,-1.4388553337006882
2025-07-14,3.125,-0.47181558961426884,-0.47181558961426884
2025-07-17,2.875,-0.5491787691411824,-0.5491787691411824
2025-07-18,3.375,-0.3944524100873553,-0.3944524100873553
2025-07-21,4.25,-0.12368128174315793,-0.12368128174315793
2025-07-22,4.5,-0.04631810221624438,-0.04631810221624438
2025-07-23,3.875,-0.23972605103352823,-0.23972605103352823
2025-07-24,4.0,-0.20104446127007147,-0.20104446127007147
2025-07-25,2.875,-0.5491787691411824,-0.5491787691411824
2025-07-28,2.875,-0.5491787691411824,-0.5491787691411824
2025-07-29,5.625,0.30181620565486655,0.30181620565486655
2025-08-03,0.0,-1.4388553337006882,-1.4388553337006882
2025-08-04,4.625,-0.007636512452787612,-0.007636512452787612
2025-08-05,2.875,-0.5491787691411824,-0.5491787691411824
2025-08-06,3.125,-0.47181558961426884,-0.47181558961426884
2025-08-07,3.0,-0.5104971793777257,-0.5104971793777257
2025-08-08,3.25,-0.4331339998508121,-0.4331339998508121
2025-08-10,0.0,-1.4388553337006882,-1.4388553337006882
2025-08-11,2.625,-0.626541948668096,-0.626541948668096
2025-08-13,5.125,0.14708984660103946,0.14708984660103946
2025-08-15,3.375,-0.3944524100873553,-0.3944524100873553
2025-08-17,0.0,-1.4388553337006882,-1.4388553337006882
2025-08-18,3.25,-0.4331339998508121,-0.4331339998508121
2025-08-19,2.75,-0.5878603589046392,-0.5878603589046392
2025-08-20,3.75,-0.278407640796985,-0.278407640796985
2025-08-21,4.25,-0.12368128174315793,-0.12368128174315793
2025-08-22,8.625,1.230174359977829,1.230174359977829
2025-08-24,0.0,-1.4388553337006882,-1.4388553337006882
2025-08-25,3.25,-0.4331339998508121,-0.4331339998508121
2025-08-26,4.5,-0.04631810221624438,-0.04631810221624438
2025-08-27,7.375,0.8433584623432614,0.8433584623432614
2025-08-31,2.75,-0.5878603589046392,-0.5878603589046392
2025-09-02,6.25,0.4952241544721504,0.4952241544721504
2025-09-03,7.625,0.9207216418701749,0.9207216418701749
2025-09-04,5.75,0.3404977954183233,0.3404977954183233
2025-09-07,0.0,-1.4388553337006882,-1.4388553337006882
2025-09-08,3.625,-0.3170892305604418,-0.3170892305604418
2025-09-12,3.125,-0.47181558961426884,-0.47181558961426884
2025-09-14,0.0,-1.4388553337006882,-1.4388553337006882
2025-09-15,3.875,-0.23972605103352823,-0.23972605103352823
2025-09-16,2.5,-0.6652235384315527,-0.6652235384315527
2025-09-17,6.625,0.6112689237625207,0.6112689237625207
2025-09-18,6.0,0.4178609749452369,0.4178609749452369
2025-09-19,2.5,-0.6652235384315527,-0.6652235384315527
2025-09-21,0.0,-1.4388553337006882,-1.4388553337006882
2025-09-22,2.875,-0.5491787691411824,-0.5491787691411824
2025-09-23,3.0,-0.5104971793777257,-0.5104971793777257
2025-09-24,4.125,-0.1623628715066147,-0.1623628715066147
2025-09-28,1.0,-1.129402615593034,-1.129402615593034
2025-09-29,2.375,-0.7039051281950095,-0.7039051281950095
2025-09-30,3.5,-0.35577082032389856,-0.35577082032389856
2025-10-01,6.25,0.4952241544721504,0.4952241544721504
2025-10-02,3.0,-0.5104971793777257,-0.5104971793777257
2025-10-05,0.0,-1.4388553337006882,-1.4388553337006882
2025-10-06,2.375,-0.7039051281950095,-0.7039051281950095
2025-10-07,4.375,-0.08499969197970116,-0.08499969197970116
2025-10-08,2.875,-0.5491787691411824,-0.5491787691411824
2025-10-09,2.5,-0.6652235384315527,-0.6652235384315527
2025-10-10,7.25,0.8046768725798046,0.8046768725798046
2025-10-12,0.0,-1.4388553337006882,-1.4388553337006882
2025-10-13,3.25,-0.4331339998508121,-0.4331339998508121
2025-10-14,3.5,-0.35577082032389856,-0.35577082032389856
2025-10-17,7.25,0.8046768725798046,0.8046768725798046
2025-10-19,0.0,-1.4388553337006882,-1.4388553337006882
2025-10-20,2.75,-0.5878603589046392,-0.5878603589046392
2025-10-21,2.75,-0.5878603589046392,-0.5878603589046392
2025-10-22,2.625,-0.626541948668096,-0.626541948668096
2025-10-23,4.375,-0.08499969197970116,-0.08499969197970116
2025-10-26,0.0,-1.4388553337006882,-1.4388553337006882
2025-10-27,3.375,-0.3944524100873553,-0.3944524100873553
2025-10-28,2.875,-0.5491787691411824,-0.5491787691411824
2025-10-29,8.0,1.0367664111605452,1.0367664111605452
2025-11-02,2.25,-0.7425867179584663,-0.7425867179584663
2025-11-03,2.625,-0.626541948668096,-0.626541948668096
2025-11-04,3.875,-0.23972605103352823,-0.23972605103352823
2025-11-05,6.625,0.6112689237625207,0.6112689237625207
2025-11-06,5.75,0.3404977954183233,0.3404977954183233
2025-11-09,3.25,-0.4331339998508121,-0.4331339998508121
2025-11-10,3.125,-0.47181558961426884,-0.47181558961426884
2025-11-11,4.375,-0.08499969197970116,-0.08499969197970116
2025-11-12,2.0,-0.8199498974853798,-0.8199498974853798
2025-11-16,1.0,-1.129402615593034,-1.129402615593034
2025-11-17,3.0,-0.5104971793777257,-0.5104971793777257
2025-11-18,3.25,-0.4331339998508121,-0.4331339998508121
2025-11-19,4.125,-0.1623628715066147,-0.1623628715066147
2025-11-21,3.625,-0.3170892305604418,-0.3170892305604418
2025-11-23,0.75,-1.2067657951199475,-1.2067657951199475
2025-11-24,3.0,-0.5104971793777257,-0.5104971793777257
2025-11-28,3.125,-0.47181558961426884,-0.47181558961426884
2025-11-30,2.375,-0.7039051281950095,-0.7039051281950095
2025-12-01,6.5,0.5725873339990639,0.5725873339990639
2025-12-02,4.125,-0.1623628715066147,-0.1623628715066147
2025-12-03,2.875,-0.5491787691411824,-0.5491787691411824
2025-12-04,3.5,-0.35577082032389856,-0.35577082032389856
2025-12-07,1.25,-1.0520394360661205,-1.0520394360661205
2025-12-08,4.75,0.031045077310669158,0.031045077310669158
2025-12-09,4.5,-0.04631810221624438,-0.04631810221624438
2025-12-10,7.25,0.8046768725798046,0.8046768725798046
2025-12-12,2.75,-0.5878603589046392,-0.5878603589046392
2025-12-14,1.125,-1.0907210258295772,-1.0907210258295772
2025-12-15,1.875,-0.8586314872488365,-0.8586314872488365
2025-12-17,3.0,-0.5104971793777257,-0.5104971793777257
2025-12-19,2.125,-0.781268307721923,-0.781268307721923
2025-12-21,1.0,-1.129402615593034,-1.129402615593034
2025-12-22,1.75,-0.8973130770122933,-0.8973130770122933
2025-12-24,0.375,-1.3228105644103179,-1.3228105644103179
2025-12-26,3.375,-0.3944524100873553,-0.3944524100873553
2025-12-28,1.0,-1.129402615593034,-1.129402615593034
2025-12-29,2.75,-0.5878603589046392,-0.5878603589046392
2025-12-30,1.75,-0.8973130770122933,-0.8973130770122933
2025-12-31,5.0,0.1084082568375827,0.1084082568375827
