Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,6.5,-0.42612245885362005,-0.42612245885362005
2024-10-15,9.0,0.13931128835695983,0.13931128835695983
2024-10-16,8.0,-0.08686221052727211,-0.08686221052727211
2024-10-17,4.5,-0.8784694566220839,-0.8784694566220839
2024-10-18,7.5,-0.19994895996938808,-0.19994895996938808
2024-10-21,12.5,0.9309185344517716,0.9309185344517716
2024-10-22,6.0,-0.539209208295736,-0.539209208295736
2024-10-23,4.5,-0.8784694566220839,-0.8784694566220839
2024-10-24,9.0,0.13931128835695983,0.13931128835695983
2024-10-25,7.5,-0.19994895996938808,-0.19994895996938808
2024-10-28,9.0,0.13931128835695983,0.13931128835695983
2024-10-29,12.0,0.8178317850096557,0.8178317850096557
2024-11-04,9.5,0.2523980377990758,0.2523980377990758
2024-11-05,7.5,-0.19994895996938808,-0.19994895996938808
2024-11-06,26.5,4.097347518831019,4.097347518831019
2024-11-07,14.5,1.3832655322202356,1.3832655322202356
2024-11-08,10.5,0.47857153668330776,0.47857153668330776
2024-11-11,6.5,-0.42612245885362005,-0.42612245885362005
2024-11-12,12.0,0.8178317850096557,0.8178317850096557
2024-11-15,9.5,0.2523980377990758,0.2523980377990758
2024-11-18,10.0,0.36548478724119177,0.36548478724119177
2024-11-19,14.0,1.2701787827781195,1.2701787827781195
2024-11-20,7.0,-0.31303570941150405,-0.31303570941150405
2024-11-21,8.0,-0.08686221052727211,-0.08686221052727211
2024-11-22,9.0,0.13931128835695983,0.13931128835695983
2024-11-25,7.5,-0.19994895996938808,-0.19994895996938808
2024-11-26,5.5,-0.652295957737852,-0.652295957737852
2024-11-28,6.0,-0.539209208295736,-0.539209208295736
2024-11-29,9.5,0.2523980377990758,0.2523980377990758
2024-12-02,10.0,0.36548478724119177,0.36548478724119177
2024-12-03,8.0,-0.08686221052727211,-0.08686221052727211
2024-12-04,7.0,-0.31303570941150405,-0.31303570941150405
2024-12-05,9.0,0.13931128835695983,0.13931128835695983
2024-12-09,8.5,0.026224538914843866,0.026224538914843866
2024-12-10,11.5,0.7047450355675396,0.7047450355675396
2024-12-13,6.5,-0.42612245885362005,-0.42612245885362005
2024-12-16,4.0,-0.9915562060641999,-0.9915562060641999
2024-12-17,7.5,-0.19994895996938808,-0.19994895996938808
2024-12-18,7.0,-0.31303570941150405,-0.31303570941150405
2024-12-23,5.5,-0.652295957737852,-0.652295957737852
2024-12-26,4.0,-0.9915562060641999,-0.9915562060641999
2024-12-27,12.0,0.8178317850096557,0.8178317850096557
2024-12-30,5.5,-0.652295957737852,-0.652295957737852
2024-12-31,5.5,-0.652295957737852,-0.652295957737852
2025-01-02,12.5,0.9309185344517716,0.9309185344517716
2025-01-03,5.5,-0.652295957737852,-0.652295957737852
2025-01-06,10.0,0.36548478724119177,0.36548478724119177
2025-01-07,9.5,0.2523980377990758,0.2523980377990758
2025-01-08,8.5,0.026224538914843866,0.026224538914843866
2025-01-09,6.0,-0.539209208295736,-0.539209208295736
2025-01-13,5.0,-0.7653827071799679,-0.7653827071799679
2025-01-16,6.0,-0.539209208295736,-0.539209208295736
2025-01-17,7.0,-0.31303570941150405,-0.31303570941150405
2025-01-20,6.0,-0.539209208295736,-0.539209208295736
2025-01-21,10.5,0.47857153668330776,0.47857153668330776
2025-01-22,7.5,-0.19994895996938808,-0.19994895996938808
2025-01-23,10.0,0.36548478724119177,0.36548478724119177
2025-01-24,7.5,-0.19994895996938808,-0.19994895996938808
2025-01-27,18.0,2.174872778315047,2.174872778315047
2025-01-28,6.5,-0.42612245885362005,-0.42612245885362005
2025-01-29,5.0,-0.7653827071799679,-0.7653827071799679
2025-02-03,10.0,0.36548478724119177,0.36548478724119177
2025-02-04,9.5,0.2523980377990758,0.2523980377990758
2025-02-05,9.0,0.13931128835695983,0.13931128835695983
2025-02-06,6.004028320312273,-0.5382981089960829,-0.5382981089960829
2025-02-10,7.0,-0.31303570941150405,-0.31303570941150405
2025-02-11,8.5,0.026224538914843866,0.026224538914843866
2025-02-14,5.5,-0.652295957737852,-0.652295957737852
2025-02-17,4.0,-0.9915562060641999,-0.9915562060641999
2025-02-18,3.5,-1.1046429555063157,-1.1046429555063157
2025-02-19,7.0,-0.31303570941150405,-0.31303570941150405
2025-02-20,6.0,-0.539209208295736,-0.539209208295736
2025-02-21,4.5,-0.8784694566220839,-0.8784694566220839
2025-02-24,6.5,-0.42612245885362005,-0.42612245885362005
2025-02-25,11.0,0.5916582861254237,0.5916582861254237
2025-02-26,8.5,0.026224538914843866,0.026224538914843866
2025-03-03,11.5,0.7047450355675396,0.7047450355675396
2025-03-04,13.5,1.1570920333360035,1.1570920333360035
2025-03-05,12.5,0.9309185344517716,0.9309185344517716
2025-03-06,10.5,0.47857153668330776,0.47857153668330776
2025-03-10,15.0,1.4963522816623516,1.4963522816623516
2025-03-11,10.0,0.36548478724119177,0.36548478724119177
2025-03-14,9.0,0.13931128835695983,0.13931128835695983
2025-03-17,8.0,-0.08686221052727211,-0.08686221052727211
2025-03-18,9.0,0.13931128835695983,0.13931128835695983
2025-03-19,6.5,-0.42612245885362005,-0.42612245885362005
2025-03-20,9.0,0.13931128835695983,0.13931128835695983
2025-03-21,8.5,0.026224538914843866,0.026224538914843866
2025-03-24,5.5,-0.652295957737852,-0.652295957737852
2025-03-25,9.0,0.13931128835695983,0.13931128835695983
2025-03-26,6.004028320312273,-0.5382981089960829,-0.5382981089960829
2025-03-31,6.5,-0.42612245885362005,-0.42612245885362005
2025-04-01,10.0,0.36548478724119177,0.36548478724119177
2025-04-02,10.5,0.47857153668330776,0.47857153668330776
2025-04-03,12.0,0.8178317850096557,0.8178317850096557
2025-04-04,25.0,3.758087270504671,3.758087270504671
2025-04-07,29.0,4.662781266041598,4.662781266041598
2025-04-08,16.0,1.7225257805465835,1.7225257805465835
2025-04-09,50.5,9.525511492052587,9.525511492052587
2025-04-14,10.5,0.47857153668330776,0.47857153668330776
2025-04-15,15.5,1.6094390311044675,1.6094390311044675
2025-04-16,10.004028320312273,0.36639588654084493,0.36639588654084493
2025-04-17,6.5,-0.42612245885362005,-0.42612245885362005
2025-04-21,9.0,0.13931128835695983,0.13931128835695983
2025-04-22,7.5,-0.19994895996938808,-0.19994895996938808
2025-04-23,12.5,0.9309185344517716,0.9309185344517716
2025-04-24,6.0,-0.539209208295736,-0.539209208295736
2025-04-25,8.5,0.026224538914843866,0.026224538914843866
2025-04-28,8.5,0.026224538914843866,0.026224538914843866
2025-04-29,8.0,-0.08686221052727211,-0.08686221052727211
2025-05-01,10.0,0.36548478724119177,0.36548478724119177
2025-05-05,4.0,-0.9915562060641999,-0.9915562060641999
2025-05-06,7.5,-0.19994895996938808,-0.19994895996938808
2025-05-07,6.5,-0.42612245885362005,-0.42612245885362005
2025-05-08,6.5,-0.42612245885362005,-0.42612245885362005
2025-05-09,7.5,-0.19994895996938808,-0.19994895996938808
2025-05-12,10.5,0.47857153668330776,0.47857153668330776
2025-05-14,6.5,-0.42612245885362005,-0.42612245885362005
2025-05-16,6.5,-0.42612245885362005,-0.42612245885362005
2025-05-19,11.5,0.7047450355675396,0.7047450355675396
2025-05-20,10.0,0.36548478724119177,0.36548478724119177
2025-05-21,8.5,0.026224538914843866,0.026224538914843866
2025-05-22,5.5,-0.652295957737852,-0.652295957737852
2025-05-23,9.5,0.2523980377990758,0.2523980377990758
2025-05-26,7.0,-0.31303570941150405,-0.31303570941150405
2025-05-27,11.5,0.7047450355675396,0.7047450355675396
2025-05-28,9.0,0.13931128835695983,0.13931128835695983
2025-06-02,14.5,1.3832655322202356,1.3832655322202356
2025-06-03,6.5,-0.42612245885362005,-0.42612245885362005
2025-06-04,5.5,-0.652295957737852,-0.652295957737852
2025-06-05,8.5,0.026224538914843866,0.026224538914843866
2025-06-09,7.5,-0.19994895996938808,-0.19994895996938808
2025-06-10,9.0,0.13931128835695983,0.13931128835695983
2025-06-13,13.5,1.1570920333360035,1.1570920333360035
2025-06-16,9.0,0.13931128835695983,0.13931128835695983
2025-06-17,6.5,-0.42612245885362005,-0.42612245885362005
2025-06-18,10.0,0.36548478724119177,0.36548478724119177
2025-06-19,9.5,0.2523980377990758,0.2523980377990758
2025-06-20,13.5,1.1570920333360035,1.1570920333360035
2025-06-23,6.0,-0.539209208295736,-0.539209208295736
2025-06-24,10.5,0.47857153668330776,0.47857153668330776
2025-06-25,7.5,-0.19994895996938808,-0.19994895996938808
2025-06-30,10.5,0.47857153668330776,0.47857153668330776
2025-07-01,6.5,-0.42612245885362005,-0.42612245885362005
2025-07-02,10.5,0.47857153668330776,0.47857153668330776
2025-07-04,6.0,-0.539209208295736,-0.539209208295736
2025-07-07,8.5,0.026224538914843866,0.026224538914843866
2025-07-08,12.0,0.8178317850096557,0.8178317850096557
2025-07-09,6.5,-0.42612245885362005,-0.42612245885362005
2025-07-10,5.5,-0.652295957737852,-0.652295957737852
2025-07-11,8.5,0.026224538914843866,0.026224538914843866
2025-07-14,5.0,-0.7653827071799679,-0.7653827071799679
2025-07-17,6.0,-0.539209208295736,-0.539209208295736
2025-07-18,5.0,-0.7653827071799679,-0.7653827071799679
2025-07-21,12.5,0.9309185344517716,0.9309185344517716
2025-07-22,7.5,-0.19994895996938808,-0.19994895996938808
2025-07-23,6.0,-0.539209208295736,-0.539209208295736
2025-07-24,5.0,-0.7653827071799679,-0.7653827071799679
2025-07-25,9.0,0.13931128835695983,0.13931128835695983
2025-07-28,7.5,-0.19994895996938808,-0.19994895996938808
2025-07-29,7.0,-0.31303570941150405,-0.31303570941150405
2025-08-04,7.5,-0.19994895996938808,-0.19994895996938808
2025-08-05,5.0040283203125,-0.7644716078802634,-0.7644716078802634
2025-08-06,6.0,-0.539209208295736,-0.539209208295736
2025-08-07,5.5,-0.652295957737852,-0.652295957737852
2025-08-08,4.5,-0.8784694566220839,-0.8784694566220839
2025-08-11,5.0,-0.7653827071799679,-0.7653827071799679
2025-08-13,10.0,0.36548478724119177,0.36548478724119177
2025-08-15,7.5,-0.19994895996938808,-0.19994895996938808
2025-08-18,8.5,0.026224538914843866,0.026224538914843866
2025-08-19,6.5,-0.42612245885362005,-0.42612245885362005
2025-08-20,9.0,0.13931128835695983,0.13931128835695983
2025-08-21,6.0,-0.539209208295736,-0.539209208295736
2025-08-22,4.5,-0.8784694566220839,-0.8784694566220839
2025-08-25,7.5,-0.19994895996938808,-0.19994895996938808
2025-08-26,5.0,-0.7653827071799679,-0.7653827071799679
2025-08-27,5.5,-0.652295957737852,-0.652295957737852
2025-09-02,17.0,1.9486992794308153,1.9486992794308153
2025-09-03,12.5,0.9309185344517716,0.9309185344517716
2025-09-04,13.5,1.1570920333360035,1.1570920333360035
2025-09-08,5.0040283203125,-0.7644716078802634,-0.7644716078802634
2025-09-12,4.5,-0.8784694566220839,-0.8784694566220839
2025-09-15,7.5,-0.19994895996938808,-0.19994895996938808
2025-09-16,6.0,-0.539209208295736,-0.539209208295736
2025-09-17,7.0,-0.31303570941150405,-0.31303570941150405
2025-09-18,7.0,-0.31303570941150405,-0.31303570941150405
2025-09-19,6.0,-0.539209208295736,-0.539209208295736
2025-09-22,5.5,-0.652295957737852,-0.652295957737852
2025-09-23,6.5,-0.42612245885362005,-0.42612245885362005
2025-09-24,4.5,-0.8784694566220839,-0.8784694566220839
2025-09-29,6.5,-0.42612245885362005,-0.42612245885362005
2025-09-30,5.5,-0.652295957737852,-0.652295957737852
2025-10-01,6.5,-0.42612245885362005,-0.42612245885362005
2025-10-02,6.5,-0.42612245885362005,-0.42612245885362005
2025-10-06,7.0,-0.31303570941150405,-0.31303570941150405
2025-10-07,6.5,-0.42612245885362005,-0.42612245885362005
2025-10-08,8.0,-0.08686221052727211,-0.08686221052727211
2025-10-09,6.5,-0.42612245885362005,-0.42612245885362005
2025-10-10,8.5,0.026224538914843866,0.026224538914843866
2025-10-13,4.5,-0.8784694566220839,-0.8784694566220839
2025-10-14,13.5,1.1570920333360035,1.1570920333360035
2025-10-17,8.5,0.026224538914843866,0.026224538914843866
2025-10-20,4.5,-0.8784694566220839,-0.8784694566220839
2025-10-21,5.5,-0.652295957737852,-0.652295957737852
2025-10-22,4.5,-0.8784694566220839,-0.8784694566220839
2025-10-23,11.5,0.7047450355675396,0.7047450355675396
2025-10-27,7.0,-0.31303570941150405,-0.31303570941150405
2025-10-28,4.0,-0.9915562060641999,-0.9915562060641999
2025-10-29,5.0,-0.7653827071799679,-0.7653827071799679
2025-11-03,6.5,-0.42612245885362005,-0.42612245885362005
2025-11-04,6.5,-0.42612245885362005,-0.42612245885362005
2025-11-05,6.0,-0.539209208295736,-0.539209208295736
2025-11-06,5.5,-0.652295957737852,-0.652295957737852
2025-11-10,7.5,-0.19994895996938808,-0.19994895996938808
2025-11-11,3.0,-1.217729704948432,-1.217729704948432
2025-11-12,3.5,-1.1046429555063157,-1.1046429555063157
2025-11-17,8.5,0.026224538914843866,0.026224538914843866
2025-11-18,5.0,-0.7653827071799679,-0.7653827071799679
2025-11-19,5.5,-0.652295957737852,-0.652295957737852
2025-11-21,9.0,0.13931128835695983,0.13931128835695983
2025-11-24,6.5,-0.42612245885362005,-0.42612245885362005
2025-12-01,11.0,0.5916582861254237,0.5916582861254237
2025-12-02,12.0,0.8178317850096557,0.8178317850096557
2025-12-03,10.0,0.36548478724119177,0.36548478724119177
2025-12-04,10.5,0.47857153668330776,0.47857153668330776
2025-12-08,11.0,0.5916582861254237,0.5916582861254237
2025-12-09,8.0,-0.08686221052727211,-0.08686221052727211
2025-12-10,7.0,-0.31303570941150405,-0.31303570941150405
2025-12-12,6.0,-0.539209208295736,-0.539209208295736
2025-12-15,6.0,-0.539209208295736,-0.539209208295736
2025-12-17,7.5,-0.19994895996938808,-0.19994895996938808
2025-12-19,5.5,-0.652295957737852,-0.652295957737852
2025-12-22,2.5,-1.3308164543905479,-1.3308164543905479
2025-12-26,6.5,-0.42612245885362005,-0.42612245885362005
2025-12-29,9.5,0.2523980377990758,0.2523980377990758
2025-12-30,3.5,-1.1046429555063157,-1.1046429555063157
2025-12-31,7.5,-0.19994895996938808,-0.19994895996938808
