Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,0.25,-0.5218163834248093,-0.5218163834248093
2024-10-15,0.375,-0.39726927893485536,-0.39726927893485536
2024-10-16,0.4374992000000475,-0.33499652379129985,-0.33499652379129985
2024-10-17,0.4375007999999525,-0.334994929588457,-0.334994929588457
2024-10-18,0.4374992000000475,-0.33499652379129985,-0.33499652379129985
2024-10-21,0.375,-0.39726927893485536,-0.39726927893485536
2024-10-22,0.375,-0.39726927893485536,-0.39726927893485536
2024-10-23,0.4374992000000475,-0.33499652379129985,-0.33499652379129985
2024-10-24,0.5625007999999525,-0.2104478250985031,-0.2104478250985031
2024-10-25,0.625,-0.14817506995494756,-0.14817506995494756
2024-10-28,0.5,-0.2727221744449015,-0.2727221744449015
2024-10-29,0.9374992000000475,0.1631918941685158,0.1631918941685158
2024-11-04,0.5625007999999525,-0.2104478250985031,-0.2104478250985031
2024-11-05,0.8124992000000475,0.03864478967856189,0.03864478967856189
2024-11-06,0.625,-0.14817506995494756,-0.14817506995494756
2024-11-07,0.9374992000000475,0.1631918941685158,0.1631918941685158
2024-11-08,0.5,-0.2727221744449015,-0.2727221744449015
2024-11-11,0.5625007999999525,-0.2104478250985031,-0.2104478250985031
2024-11-12,0.4374992000000475,-0.33499652379129985,-0.33499652379129985
2024-11-15,0.4374992000000475,-0.33499652379129985,-0.33499652379129985
2024-11-18,0.375,-0.39726927893485536,-0.39726927893485536
2024-11-19,0.5,-0.2727221744449015,-0.2727221744449015
2024-11-20,0.5,-0.2727221744449015,-0.2727221744449015
2024-11-21,0.4374992000000475,-0.33499652379129985,-0.33499652379129985
2024-11-22,0.5,-0.2727221744449015,-0.2727221744449015
2024-11-25,0.4374992000000475,-0.33499652379129985,-0.33499652379129985
2024-11-26,0.5,-0.2727221744449015,-0.2727221744449015
2024-12-02,3.5625,2.7786818855589694,2.7786818855589694
2024-12-03,0.5,-0.2727221744449015,-0.2727221744449015
2024-12-04,0.375,-0.39726927893485536,-0.39726927893485536
2024-12-05,2.5625,1.782305049639338,1.782305049639338
2024-12-09,1.5,0.7236546614747298,0.7236546614747298
2024-12-10,1.1875,0.41228690024984505,0.41228690024984505
2024-12-13,0.375,-0.39726927893485536,-0.39726927893485536
2024-12-16,0.5,-0.2727221744449015,-0.2727221744449015
2024-12-17,0.375,-0.39726927893485536,-0.39726927893485536
2024-12-18,1.0,0.22546624351491418,0.22546624351491418
2024-12-23,0.375,-0.39726927893485536,-0.39726927893485536
2024-12-26,0.25,-0.5218163834248093,-0.5218163834248093
2024-12-27,0.375,-0.39726927893485536,-0.39726927893485536
2024-12-30,0.5,-0.2727221744449015,-0.2727221744449015
2024-12-31,0.25,-0.5218163834248093,-0.5218163834248093
2025-01-02,0.3125,-0.45954283117983236,-0.45954283117983236
2025-01-03,0.25,-0.5218163834248093,-0.5218163834248093
2025-01-06,0.5625,-0.21044862219992452,-0.21044862219992452
2025-01-07,0.375,-0.39726927893485536,-0.39726927893485536
2025-01-08,0.625,-0.14817506995494756,-0.14817506995494756
2025-01-13,0.625,-0.14817506995494756,-0.14817506995494756
2025-01-16,0.3125,-0.45954283117983236,-0.45954283117983236
2025-01-17,0.625,-0.14817506995494756,-0.14817506995494756
2025-01-21,0.5625,-0.21044862219992452,-0.21044862219992452
2025-01-22,0.4375,-0.3349957266898784,-0.3349957266898784
2025-01-23,0.3125,-0.45954283117983236,-0.45954283117983236
2025-01-24,0.375,-0.39726927893485536,-0.39726927893485536
2025-01-27,0.4375,-0.3349957266898784,-0.3349957266898784
2025-01-28,0.5,-0.2727221744449015,-0.2727221744449015
2025-01-29,0.6875,-0.0859015177099706,-0.0859015177099706
2025-02-03,0.5625,-0.21044862219992452,-0.21044862219992452
2025-02-04,0.375,-0.39726927893485536,-0.39726927893485536
2025-02-05,0.375,-0.39726927893485536,-0.39726927893485536
2025-02-06,0.25,-0.5218163834248093,-0.5218163834248093
2025-02-10,0.4375,-0.3349957266898784,-0.3349957266898784
2025-02-11,0.1875,-0.5840899356697863,-0.5840899356697863
2025-02-14,0.25,-0.5218163834248093,-0.5218163834248093
2025-02-18,0.4375,-0.3349957266898784,-0.3349957266898784
2025-02-19,0.3125,-0.45954283117983236,-0.45954283117983236
2025-02-20,0.3125,-0.45954283117983236,-0.45954283117983236
2025-02-21,0.5,-0.2727221744449015,-0.2727221744449015
2025-02-24,0.375,-0.39726927893485536,-0.39726927893485536
2025-02-25,0.3125,-0.45954283117983236,-0.45954283117983236
2025-02-26,4.4375,3.6505116169886467,3.6505116169886467
2025-03-03,5.25,4.460067796173347,4.460067796173347
2025-03-04,6.0,5.207350423113071,5.207350423113071
2025-03-05,0.9375,0.1631926912699372,0.1631926912699372
2025-03-06,0.375,-0.39726927893485536,-0.39726927893485536
2025-03-10,0.875,0.10091913902496026,0.10091913902496026
2025-03-11,0.75,-0.023627965464993652,-0.023627965464993652
2025-03-14,2.125,1.3463901839244992,1.3463901839244992
2025-03-17,2.25,1.4709372884144531,1.4709372884144531
2025-03-18,0.3125,-0.45954283117983236,-0.45954283117983236
2025-03-19,0.6875,-0.0859015177099706,-0.0859015177099706
2025-03-20,0.4375,-0.3349957266898784,-0.3349957266898784
2025-03-21,0.4375,-0.3349957266898784,-0.3349957266898784
2025-03-24,0.3125,-0.45954283117983236,-0.45954283117983236
2025-03-25,0.625,-0.14817506995494756,-0.14817506995494756
2025-03-26,0.5,-0.2727221744449015,-0.2727221744449015
2025-03-31,0.875,0.10091913902496026,0.10091913902496026
2025-04-01,0.75,-0.023627965464993652,-0.023627965464993652
2025-04-02,4.125,3.339143855763762,3.339143855763762
2025-04-03,1.375,0.5991075569847759,0.5991075569847759
2025-04-04,2.0625,1.2841166316795223,1.2841166316795223
2025-04-07,2.6875,1.9068521541292918,1.9068521541292918
2025-04-08,2.6875,1.9068521541292918,1.9068521541292918
2025-04-09,2.875,2.0936728108642226,2.0936728108642226
2025-04-14,0.9375,0.1631926912699372,0.1631926912699372
2025-04-15,0.8125,0.0386455867799833,0.0386455867799833
2025-04-16,0.5625,-0.21044862219992452,-0.21044862219992452
2025-04-17,0.6875,-0.0859015177099706,-0.0859015177099706
2025-04-21,0.875,0.10091913902496026,0.10091913902496026
2025-04-22,0.625,-0.14817506995494756,-0.14817506995494756
2025-04-23,0.75,-0.023627965464993652,-0.023627965464993652
2025-04-24,0.25,-0.5218163834248093,-0.5218163834248093
2025-04-25,0.5625,-0.21044862219992452,-0.21044862219992452
2025-04-28,0.625,-0.14817506995494756,-0.14817506995494756
2025-04-29,0.25,-0.5218163834248093,-0.5218163834248093
2025-05-01,0.625,-0.14817506995494756,-0.14817506995494756
2025-05-05,0.3125,-0.45954283117983236,-0.45954283117983236
2025-05-06,0.5625,-0.21044862219992452,-0.21044862219992452
2025-05-07,0.875,0.10091913902496026,0.10091913902496026
2025-05-08,0.8125,0.0386455867799833,0.0386455867799833
2025-05-09,0.5,-0.2727221744449015,-0.2727221744449015
2025-05-12,0.6875,-0.0859015177099706,-0.0859015177099706
2025-05-14,0.3125,-0.45954283117983236,-0.45954283117983236
2025-05-16,0.9375,0.1631926912699372,0.1631926912699372
2025-05-19,0.5,-0.2727221744449015,-0.2727221744449015
2025-05-20,0.25,-0.5218163834248093,-0.5218163834248093
2025-05-21,0.625,-0.14817506995494756,-0.14817506995494756
2025-05-22,0.4375,-0.3349957266898784,-0.3349957266898784
2025-05-23,0.320556640625,-0.4515153810857533,-0.4515153810857533
2025-05-27,0.625,-0.14817506995494756,-0.14817506995494756
2025-05-28,4.9375,4.148700034948463,4.148700034948463
2025-06-02,4.8125,4.024152930458508,4.024152930458508
2025-06-03,0.3125,-0.45954283117983236,-0.45954283117983236
2025-06-04,0.4375,-0.3349957266898784,-0.3349957266898784
2025-06-05,0.5,-0.2727221744449015,-0.2727221744449015
2025-06-09,0.4375,-0.3349957266898784,-0.3349957266898784
2025-06-10,0.5,-0.2727221744449015,-0.2727221744449015
2025-06-13,0.375,-0.39726927893485536,-0.39726927893485536
2025-06-16,0.25,-0.5218163834248093,-0.5218163834248093
2025-06-17,0.4375,-0.3349957266898784,-0.3349957266898784
2025-06-18,0.6875,-0.0859015177099706,-0.0859015177099706
2025-06-20,0.3125,-0.45954283117983236,-0.45954283117983236
2025-06-23,1.125,0.3500133480048681,0.3500133480048681
2025-06-24,0.6875,-0.0859015177099706,-0.0859015177099706
2025-06-25,0.625,-0.14817506995494756,-0.14817506995494756
2025-06-30,0.5625,-0.21044862219992452,-0.21044862219992452
2025-07-01,0.5,-0.2727221744449015,-0.2727221744449015
2025-07-02,0.375,-0.39726927893485536,-0.39726927893485536
2025-07-07,0.3125,-0.45954283117983236,-0.45954283117983236
2025-07-08,0.625,-0.14817506995494756,-0.14817506995494756
2025-07-09,0.5625,-0.21044862219992452,-0.21044862219992452
2025-07-10,0.25,-0.5218163834248093,-0.5218163834248093
2025-07-11,0.875,0.10091913902496026,0.10091913902496026
2025-07-14,0.375,-0.39726927893485536,-0.39726927893485536
2025-07-18,0.4375,-0.3349957266898784,-0.3349957266898784
2025-07-21,0.5,-0.2727221744449015,-0.2727221744449015
2025-07-22,0.375,-0.39726927893485536,-0.39726927893485536
2025-07-23,0.375,-0.39726927893485536,-0.39726927893485536
2025-07-24,0.5,-0.2727221744449015,-0.2727221744449015
2025-07-25,0.4375,-0.3349957266898784,-0.3349957266898784
2025-07-28,0.25,-0.5218163834248093,-0.5218163834248093
2025-07-29,0.375,-0.39726927893485536,-0.39726927893485536
2025-08-04,0.625,-0.14817506995494756,-0.14817506995494756
2025-08-05,0.375,-0.39726927893485536,-0.39726927893485536
2025-08-06,0.625,-0.14817506995494756,-0.14817506995494756
2025-08-07,0.625,-0.14817506995494756,-0.14817506995494756
2025-08-08,0.375,-0.39726927893485536,-0.39726927893485536
2025-08-11,0.5625,-0.21044862219992452,-0.21044862219992452
2025-08-13,0.5625,-0.21044862219992452,-0.21044862219992452
2025-08-15,0.375,-0.39726927893485536,-0.39726927893485536
2025-08-18,0.25,-0.5218163834248093,-0.5218163834248093
2025-08-19,0.3125,-0.45954283117983236,-0.45954283117983236
2025-08-20,0.375,-0.39726927893485536,-0.39726927893485536
2025-08-21,0.25,-0.5218163834248093,-0.5218163834248093
2025-08-22,0.5,-0.2727221744449015,-0.2727221744449015
2025-08-25,0.4375,-0.3349957266898784,-0.3349957266898784
2025-08-26,0.375,-0.39726927893485536,-0.39726927893485536
2025-08-27,5.1875,4.39779424392837,4.39779424392837
2025-09-02,4.4375,3.6505116169886467,3.6505116169886467
2025-09-03,4.625,3.8373322737235775,3.8373322737235775
2025-09-04,0.25,-0.5218163834248093,-0.5218163834248093
2025-09-08,0.5,-0.2727221744449015,-0.2727221744449015
2025-09-12,0.375,-0.39726927893485536,-0.39726927893485536
2025-09-15,0.3125,-0.45954283117983236,-0.45954283117983236
2025-09-16,0.375,-0.39726927893485536,-0.39726927893485536
2025-09-17,1.125,0.3500133480048681,0.3500133480048681
2025-09-18,0.4375,-0.3349957266898784,-0.3349957266898784
2025-09-19,0.4375,-0.3349957266898784,-0.3349957266898784
2025-09-22,0.375,-0.39726927893485536,-0.39726927893485536
2025-09-23,0.3125,-0.45954283117983236,-0.45954283117983236
2025-09-24,0.3125,-0.45954283117983236,-0.45954283117983236
2025-09-29,0.5,-0.2727221744449015,-0.2727221744449015
2025-09-30,0.6875,-0.0859015177099706,-0.0859015177099706
2025-10-01,0.375,-0.39726927893485536,-0.39726927893485536
2025-10-02,0.3125,-0.45954283117983236,-0.45954283117983236
2025-10-06,0.3125,-0.45954283117983236,-0.45954283117983236
2025-10-07,0.3125,-0.45954283117983236,-0.45954283117983236
2025-10-08,0.3125,-0.45954283117983236,-0.45954283117983236
2025-10-09,0.25,-0.5218163834248093,-0.5218163834248093
2025-10-10,1.0,0.22546624351491418,0.22546624351491418
2025-10-13,0.25,-0.5218163834248093,-0.5218163834248093
2025-10-14,0.3125,-0.45954283117983236,-0.45954283117983236
2025-10-17,0.25,-0.5218163834248093,-0.5218163834248093
2025-10-20,0.25,-0.5218163834248093,-0.5218163834248093
2025-10-21,0.1875,-0.5840899356697863,-0.5840899356697863
2025-10-22,0.25,-0.5218163834248093,-0.5218163834248093
2025-10-23,0.5625,-0.21044862219992452,-0.21044862219992452
2025-10-27,0.4375,-0.3349957266898784,-0.3349957266898784
2025-10-28,0.3125,-0.45954283117983236,-0.45954283117983236
2025-10-29,1.125,0.3500133480048681,0.3500133480048681
2025-11-03,0.3125,-0.45954283117983236,-0.45954283117983236
2025-11-04,0.3125,-0.45954283117983236,-0.45954283117983236
2025-11-05,0.1875,-0.5840899356697863,-0.5840899356697863
2025-11-10,0.1875,-0.5840899356697863,-0.5840899356697863
2025-11-11,0.25,-0.5218163834248093,-0.5218163834248093
2025-11-12,0.375,-0.39726927893485536,-0.39726927893485536
2025-11-17,0.25,-0.5218163834248093,-0.5218163834248093
2025-11-18,0.3125,-0.45954283117983236,-0.45954283117983236
2025-11-19,0.5,-0.2727221744449015,-0.2727221744449015
2025-11-21,0.375,-0.39726927893485536,-0.39726927893485536
2025-11-24,0.25,-0.5218163834248093,-0.5218163834248093
2025-12-01,2.875,2.0936728108642226,2.0936728108642226
2025-12-02,2.6875,1.9068521541292918,1.9068521541292918
2025-12-03,2.75,1.9691257063742689,1.9691257063742689
2025-12-04,2.625,1.8445786018843149,1.8445786018843149
2025-12-08,0.25,-0.5218163834248093,-0.5218163834248093
2025-12-09,0.4375,-0.3349957266898784,-0.3349957266898784
2025-12-10,2.1875,1.4086637361694763,1.4086637361694763
2025-12-12,0.375,-0.39726927893485536,-0.39726927893485536
2025-12-15,0.25,-0.5218163834248093,-0.5218163834248093
2025-12-17,0.25,-0.5218163834248093,-0.5218163834248093
2025-12-19,0.1875,-0.5840899356697863,-0.5840899356697863
2025-12-22,0.1875,-0.5840899356697863,-0.5840899356697863
2025-12-26,0.1875,-0.5840899356697863,-0.5840899356697863
2025-12-29,0.3125,-0.45954283117983236,-0.45954283117983236
2025-12-30,0.3125,-0.45954283117983236,-0.45954283117983236
2025-12-31,0.3125,-0.45954283117983236,-0.45954283117983236
