Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,0.5,-0.6914093525666043,-0.6914093525666043
2024-10-15,0.9375007999999525,-0.3621662004873491,-0.3621662004873491
2024-10-16,0.4375007999999525,-0.7384434005282301,-0.7384434005282301
2024-10-17,0.6874992000000475,-0.5503060045947582,-0.5503060045947582
2024-10-18,0.5624992000000475,-0.6443753046049785,-0.6443753046049785
2024-10-21,1.25,-0.12699355250528277,-0.12699355250528277
2024-10-22,1.125,-0.22106285251550303,-0.22106285251550303
2024-10-23,0.6874992000000475,-0.5503060045947582,-0.5503060045947582
2024-10-24,0.9375007999999525,-0.3621662004873491,-0.3621662004873491
2024-10-25,2.125,0.531491547566259,0.531491547566259
2024-10-28,1.5,0.06114504751515774,0.06114504751515774
2024-10-29,1.0,-0.3151321525257233,-0.3151321525257233
2024-11-04,1.75,0.24928364753559826,0.24928364753559826
2024-11-05,1.125,-0.22106285251550303,-0.22106285251550303
2024-11-06,1.1874992000000475,-0.17402880455387723,-0.17402880455387723
2024-11-07,2.125,0.531491547566259,0.531491547566259
2024-11-08,1.75,0.24928364753559826,0.24928364753559826
2024-11-11,0.5,-0.6914093525666043,-0.6914093525666043
2024-11-12,0.8124992000000475,-0.45623670458453797,-0.45623670458453797
2024-11-15,2.625,0.90776874760714,0.90776874760714
2024-11-18,1.125,-0.22106285251550303,-0.22106285251550303
2024-11-19,0.75,-0.5032707525461638,-0.5032707525461638
2024-11-20,0.875,-0.40920145253594353,-0.40920145253594353
2024-11-21,1.8125007999999525,0.2963188995841927,0.2963188995841927
2024-11-22,0.625,-0.597340052556384,-0.597340052556384
2024-11-25,1.0624992000000475,-0.2680981045640975,-0.2680981045640975
2024-11-26,1.4375007999999525,0.014110999553531935,0.014110999553531935
2024-11-28,0.25,-0.8795479525870448,-0.8795479525870448
2024-11-29,4.1875,2.0836349977348934,2.0836349977348934
2024-12-02,4.3125,2.1777042977451138,2.1777042977451138
2024-12-03,1.1875,-0.1740282025103929,-0.1740282025103929
2024-12-04,1.8125,0.2963182975407084,0.2963182975407084
2024-12-05,3.0625,1.2370112976429108,1.2370112976429108
2024-12-09,1.875,0.3433529475458185,0.3433529475458185
2024-12-10,1.25,-0.12699355250528277,-0.12699355250528277
2024-12-13,0.875,-0.40920145253594353,-0.40920145253594353
2024-12-16,1.1875,-0.1740282025103929,-0.1740282025103929
2024-12-17,0.4375,-0.7384440025717144,-0.7384440025717144
2024-12-18,4.8125,2.5539814977859945,2.5539814977859945
2024-12-23,0.625,-0.597340052556384,-0.597340052556384
2024-12-24,1.0,-0.3151321525257233,-0.3151321525257233
2024-12-26,1.25,-0.12699355250528277,-0.12699355250528277
2024-12-27,0.75,-0.5032707525461638,-0.5032707525461638
2024-12-30,0.5625,-0.6443747025614942,-0.6443747025614942
2024-12-31,1.5,0.06114504751515774,0.06114504751515774
2025-01-02,1.6875,0.2022489975304881,0.2022489975304881
2025-01-03,1.25,-0.12699355250528277,-0.12699355250528277
2025-01-06,0.9375,-0.3621668025308334,-0.3621668025308334
2025-01-07,0.8125,-0.4562361025410537,-0.4562361025410537
2025-01-08,0.875,-0.40920145253594353,-0.40920145253594353
2025-01-09,0.4375,-0.7384440025717144,-0.7384440025717144
2025-01-13,0.6875,-0.5503054025512739,-0.5503054025512739
2025-01-16,2.375,0.7196301475866995,0.7196301475866995
2025-01-17,1.0625,-0.26809750252061315,-0.26809750252061315
2025-01-20,0.5,-0.6914093525666043,-0.6914093525666043
2025-01-21,0.75,-0.5032707525461638,-0.5032707525461638
2025-01-22,1.0625,-0.26809750252061315,-0.26809750252061315
2025-01-23,0.75,-0.5032707525461638,-0.5032707525461638
2025-01-24,1.0625,-0.26809750252061315,-0.26809750252061315
2025-01-27,1.25,-0.12699355250528277,-0.12699355250528277
2025-01-28,0.75,-0.5032707525461638,-0.5032707525461638
2025-01-29,2.0,0.43742224755603876,0.43742224755603876
2025-02-03,1.25,-0.12699355250528277,-0.12699355250528277
2025-02-04,0.4375,-0.7384440025717144,-0.7384440025717144
2025-02-05,0.375,-0.7854786525768246,-0.7854786525768246
2025-02-06,0.5,-0.6914093525666043,-0.6914093525666043
2025-02-10,0.6875,-0.5503054025512739,-0.5503054025512739
2025-02-11,0.5625,-0.6443747025614942,-0.6443747025614942
2025-02-14,0.625,-0.597340052556384,-0.597340052556384
2025-02-17,0.1875,-0.926582602592155,-0.926582602592155
2025-02-18,0.75,-0.5032707525461638,-0.5032707525461638
2025-02-19,0.625,-0.597340052556384,-0.597340052556384
2025-02-20,0.5,-0.6914093525666043,-0.6914093525666043
2025-02-21,1.8125,0.2963182975407084,0.2963182975407084
2025-02-24,1.0625,-0.26809750252061315,-0.26809750252061315
2025-02-25,1.125,-0.22106285251550303,-0.22106285251550303
2025-02-26,5.75,3.2595012478626466,3.2595012478626466
2025-03-03,5.25,2.8832240478217654,2.8832240478217654
2025-03-04,6.6875,3.9650209979392987,3.9650209979392987
2025-03-05,5.4375,3.024327997837096,3.024327997837096
2025-03-06,5.0625,2.7421200978064353,2.7421200978064353
2025-03-10,4.0,1.942531047719563,1.942531047719563
2025-03-11,4.625,2.4128775477706643,2.4128775477706643
2025-03-14,1.625,0.155214347525378,0.155214347525378
2025-03-17,1.6875,0.2022489975304881,0.2022489975304881
2025-03-18,1.0625,-0.26809750252061315,-0.26809750252061315
2025-03-19,3.6875,1.7073577976940124,1.7073577976940124
2025-03-20,1.0,-0.3151321525257233,-0.3151321525257233
2025-03-21,1.1875,-0.1740282025103929,-0.1740282025103929
2025-03-24,0.75,-0.5032707525461638,-0.5032707525461638
2025-03-25,0.8125,-0.4562361025410537,-0.4562361025410537
2025-03-26,1.0,-0.3151321525257233,-0.3151321525257233
2025-03-31,1.6875,0.2022489975304881,0.2022489975304881
2025-04-01,1.1875,-0.1740282025103929,-0.1740282025103929
2025-04-02,2.1875,0.5785261975713691,0.5785261975713691
2025-04-03,2.0625,0.4844568975611489,0.4844568975611489
2025-04-04,6.3125,3.682813097908638,3.682813097908638
2025-04-07,2.625,0.90776874760714,0.90776874760714
2025-04-08,4.3125,2.1777042977451138,2.1777042977451138
2025-04-09,7.875,4.858679348036391,4.858679348036391
2025-04-14,2.5625,0.8607340976020299,0.8607340976020299
2025-04-15,1.5,0.06114504751515774,0.06114504751515774
2025-04-16,1.1875,-0.1740282025103929,-0.1740282025103929
2025-04-17,1.75,0.24928364753559826,0.24928364753559826
2025-04-21,1.3125,-0.07995890250017264,-0.07995890250017264
2025-04-22,1.3125,-0.07995890250017264,-0.07995890250017264
2025-04-23,1.625,0.155214347525378,0.155214347525378
2025-04-24,1.0625,-0.26809750252061315,-0.26809750252061315
2025-04-25,1.625,0.155214347525378,0.155214347525378
2025-04-28,2.0625,0.4844568975611489,0.4844568975611489
2025-04-29,0.75,-0.5032707525461638,-0.5032707525461638
2025-05-01,2.9375,1.1429419976326907,1.1429419976326907
2025-05-05,0.625,-0.597340052556384,-0.597340052556384
2025-05-06,0.875,-0.40920145253594353,-0.40920145253594353
2025-05-07,1.9375,0.3903875975509286,0.3903875975509286
2025-05-08,2.5625,0.8607340976020299,0.8607340976020299
2025-05-09,1.4375,0.014110397510047612,0.014110397510047612
2025-05-12,1.0625,-0.26809750252061315,-0.26809750252061315
2025-05-14,1.5,0.06114504751515774,0.06114504751515774
2025-05-16,1.5625,0.10817969752026786,0.10817969752026786
2025-05-19,0.875,-0.40920145253594353,-0.40920145253594353
2025-05-20,1.0625,-0.26809750252061315,-0.26809750252061315
2025-05-21,0.75,-0.5032707525461638,-0.5032707525461638
2025-05-22,0.5,-0.6914093525666043,-0.6914093525666043
2025-05-23,1.3125,-0.07995890250017264,-0.07995890250017264
2025-05-26,0.25,-0.8795479525870448,-0.8795479525870448
2025-05-27,0.8125,-0.4562361025410537,-0.4562361025410537
2025-05-28,5.375,2.977293347831986,2.977293347831986
2025-06-02,5.8125,3.306535897867757,3.306535897867757
2025-06-03,0.875,-0.40920145253594353,-0.40920145253594353
2025-06-04,1.25,-0.12699355250528277,-0.12699355250528277
2025-06-05,2.25,0.6255608475764792,0.6255608475764792
2025-06-09,1.125,-0.22106285251550303,-0.22106285251550303
2025-06-10,0.875,-0.40920145253594353,-0.40920145253594353
2025-06-13,1.375,-0.03292425249506251,-0.03292425249506251
2025-06-16,0.9375,-0.3621668025308334,-0.3621668025308334
2025-06-17,1.25,-0.12699355250528277,-0.12699355250528277
2025-06-18,1.125,-0.22106285251550303,-0.22106285251550303
2025-06-19,0.25,-0.8795479525870448,-0.8795479525870448
2025-06-20,1.6875,0.2022489975304881,0.2022489975304881
2025-06-23,1.5,0.06114504751515774,0.06114504751515774
2025-06-24,1.0,-0.3151321525257233,-0.3151321525257233
2025-06-25,1.375,-0.03292425249506251,-0.03292425249506251
2025-06-30,0.6875,-0.5503054025512739,-0.5503054025512739
2025-07-01,1.0,-0.3151321525257233,-0.3151321525257233
2025-07-02,1.0,-0.3151321525257233,-0.3151321525257233
2025-07-04,1.0,-0.3151321525257233,-0.3151321525257233
2025-07-07,0.625,-0.597340052556384,-0.597340052556384
2025-07-08,0.4375,-0.7384440025717144,-0.7384440025717144
2025-07-09,0.625,-0.597340052556384,-0.597340052556384
2025-07-10,0.3125,-0.8325133025819347,-0.8325133025819347
2025-07-11,0.6875,-0.5503054025512739,-0.5503054025512739
2025-07-14,1.0625,-0.26809750252061315,-0.26809750252061315
2025-07-17,0.625,-0.597340052556384,-0.597340052556384
2025-07-18,0.75,-0.5032707525461638,-0.5032707525461638
2025-07-21,0.4375,-0.7384440025717144,-0.7384440025717144
2025-07-22,0.4375,-0.7384440025717144,-0.7384440025717144
2025-07-23,1.3125,-0.07995890250017264,-0.07995890250017264
2025-07-24,0.625,-0.597340052556384,-0.597340052556384
2025-07-25,0.5625,-0.6443747025614942,-0.6443747025614942
2025-07-28,0.4375,-0.7384440025717144,-0.7384440025717144
2025-07-29,0.9375,-0.3621668025308334,-0.3621668025308334
2025-08-04,1.1875,-0.1740282025103929,-0.1740282025103929
2025-08-05,1.0625,-0.26809750252061315,-0.26809750252061315
2025-08-06,0.6875,-0.5503054025512739,-0.5503054025512739
2025-08-07,0.4375,-0.7384440025717144,-0.7384440025717144
2025-08-08,0.375,-0.7854786525768246,-0.7854786525768246
2025-08-11,0.6875,-0.5503054025512739,-0.5503054025512739
2025-08-13,0.75,-0.5032707525461638,-0.5032707525461638
2025-08-15,1.125,-0.22106285251550303,-0.22106285251550303
2025-08-18,0.5625,-0.6443747025614942,-0.6443747025614942
2025-08-19,0.4375,-0.7384440025717144,-0.7384440025717144
2025-08-20,0.9375,-0.3621668025308334,-0.3621668025308334
2025-08-21,0.6875,-0.5503054025512739,-0.5503054025512739
2025-08-22,0.875,-0.40920145253594353,-0.40920145253594353
2025-08-25,0.625,-0.597340052556384,-0.597340052556384
2025-08-26,0.8125,-0.4562361025410537,-0.4562361025410537
2025-08-27,5.625,3.165431947852426,3.165431947852426
2025-09-02,5.0625,2.7421200978064353,2.7421200978064353
2025-09-03,4.4375,2.2717735977553337,2.2717735977553337
2025-09-04,4.6875,2.4599121977757745,2.4599121977757745
2025-09-08,0.8125,-0.4562361025410537,-0.4562361025410537
2025-09-12,0.875,-0.40920145253594353,-0.40920145253594353
2025-09-15,0.25,-0.8795479525870448,-0.8795479525870448
2025-09-16,0.875,-0.40920145253594353,-0.40920145253594353
2025-09-17,1.75,0.24928364753559826,0.24928364753559826
2025-09-18,0.75,-0.5032707525461638,-0.5032707525461638
2025-09-19,0.6875,-0.5503054025512739,-0.5503054025512739
2025-09-22,0.6875,-0.5503054025512739,-0.5503054025512739
2025-09-23,0.875,-0.40920145253594353,-0.40920145253594353
2025-09-24,0.375,-0.7854786525768246,-0.7854786525768246
2025-09-29,0.4375,-0.7384440025717144,-0.7384440025717144
2025-09-30,0.5625,-0.6443747025614942,-0.6443747025614942
2025-10-01,0.8125,-0.4562361025410537,-0.4562361025410537
2025-10-02,0.8125,-0.4562361025410537,-0.4562361025410537
2025-10-06,0.5625,-0.6443747025614942,-0.6443747025614942
2025-10-07,0.5,-0.6914093525666043,-0.6914093525666043
2025-10-08,0.5625,-0.6443747025614942,-0.6443747025614942
2025-10-09,0.4375,-0.7384440025717144,-0.7384440025717144
2025-10-10,2.3125,0.6725954975815894,0.6725954975815894
2025-10-13,0.875,-0.40920145253594353,-0.40920145253594353
2025-10-14,0.875,-0.40920145253594353,-0.40920145253594353
2025-10-17,0.75,-0.5032707525461638,-0.5032707525461638
2025-10-20,0.3125,-0.8325133025819347,-0.8325133025819347
2025-10-21,0.6875,-0.5503054025512739,-0.5503054025512739
2025-10-22,0.875,-0.40920145253594353,-0.40920145253594353
2025-10-23,0.875,-0.40920145253594353,-0.40920145253594353
2025-10-27,0.625,-0.597340052556384,-0.597340052556384
2025-10-28,0.375,-0.7854786525768246,-0.7854786525768246
2025-10-29,2.8125,1.0488726976224705,1.0488726976224705
2025-11-03,0.6875,-0.5503054025512739,-0.5503054025512739
2025-11-04,0.375,-0.7854786525768246,-0.7854786525768246
2025-11-05,0.625,-0.597340052556384,-0.597340052556384
2025-11-06,0.75,-0.5032707525461638,-0.5032707525461638
2025-11-10,0.6875,-0.5503054025512739,-0.5503054025512739
2025-11-11,0.5625,-0.6443747025614942,-0.6443747025614942
2025-11-12,0.375,-0.7854786525768246,-0.7854786525768246
2025-11-17,0.5625,-0.6443747025614942,-0.6443747025614942
2025-11-18,1.25,-0.12699355250528277,-0.12699355250528277
2025-11-19,1.0625,-0.26809750252061315,-0.26809750252061315
2025-11-21,1.25,-0.12699355250528277,-0.12699355250528277
2025-11-24,0.75,-0.5032707525461638,-0.5032707525461638
2025-11-28,3.375,1.4721845476684616,1.4721845476684616
2025-12-01,3.125,1.284045947648021,1.284045947648021
2025-12-02,3.1875,1.3310805976531312,1.3310805976531312
2025-12-03,3.3125,1.4251498976633514,1.4251498976633514
2025-12-04,3.0,1.1899766476378009,1.1899766476378009
2025-12-08,2.5,0.8136994475969198,0.8136994475969198
2025-12-09,0.75,-0.5032707525461638,-0.5032707525461638
2025-12-10,3.0625,1.2370112976429108,1.2370112976429108
2025-12-12,0.75,-0.5032707525461638,-0.5032707525461638
2025-12-15,1.6875,0.2022489975304881,0.2022489975304881
2025-12-17,0.625,-0.597340052556384,-0.597340052556384
2025-12-19,0.625,-0.597340052556384,-0.597340052556384
2025-12-22,0.5,-0.6914093525666043,-0.6914093525666043
2025-12-24,0.1875,-0.926582602592155,-0.926582602592155
2025-12-26,0.625,-0.597340052556384,-0.597340052556384
2025-12-29,0.4375,-0.7384440025717144,-0.7384440025717144
2025-12-30,0.625,-0.597340052556384,-0.597340052556384
2025-12-31,0.8125,-0.4562361025410537,-0.4562361025410537
