Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,1.875,-0.5553856647139503,-0.5553856647139503
2024-10-15,3.0,0.1822467280848393,0.1822467280848393
2024-10-16,2.375,-0.22754904569226603,-0.22754904569226603
2024-10-17,3.875,0.7559608113727868,0.7559608113727868
2024-10-18,2.5,-0.14558989093684496,-0.14558989093684496
2024-10-21,1.875,-0.5553856647139503,-0.5553856647139503
2024-10-22,2.625,-0.0636307361814239,-0.0636307361814239
2024-10-23,2.875,0.10028757332941823,0.10028757332941823
2024-10-24,2.375,-0.22754904569226603,-0.22754904569226603
2024-10-25,2.375,-0.22754904569226603,-0.22754904569226603
2024-10-28,1.875,-0.5553856647139503,-0.5553856647139503
2024-10-29,3.0,0.1822467280848393,0.1822467280848393
2024-11-04,1.75,-0.6373448194693714,-0.6373448194693714
2024-11-05,2.375,-0.22754904569226603,-0.22754904569226603
2024-11-06,3.875,0.7559608113727868,0.7559608113727868
2024-11-07,6.0,2.149266442214945,2.149266442214945
2024-11-08,3.0,0.1822467280848393,0.1822467280848393
2024-11-11,2.125,-0.39146735520310816,-0.39146735520310816
2024-11-12,2.625,-0.0636307361814239,-0.0636307361814239
2024-11-15,5.625,1.9033889779486817,1.9033889779486817
2024-11-18,3.25,0.34616503759568146,0.34616503759568146
2024-11-19,3.125,0.26420588284026036,0.26420588284026036
2024-11-20,1.875,-0.5553856647139503,-0.5553856647139503
2024-11-21,2.625,-0.0636307361814239,-0.0636307361814239
2024-11-22,2.0,-0.47342650995852925,-0.47342650995852925
2024-11-25,5.75,1.9853481327041027,1.9853481327041027
2024-11-26,2.5,-0.14558989093684496,-0.14558989093684496
2024-11-28,1.25,-0.9651814384910556,-0.9651814384910556
2024-11-29,6.0,2.149266442214945,2.149266442214945
2024-12-02,6.75,2.6410213707474712,2.6410213707474712
2024-12-03,6.125,2.231225596970366,2.231225596970366
2024-12-04,0.875,-1.2110589027573189,-1.2110589027573189
2024-12-05,2.375,-0.22754904569226603,-0.22754904569226603
2024-12-09,3.875,0.7559608113727868,0.7559608113727868
2024-12-10,3.625,0.5920425018619446,0.5920425018619446
2024-12-13,2.875,0.10028757332941823,0.10028757332941823
2024-12-16,2.5,-0.14558989093684496,-0.14558989093684496
2024-12-17,3.25,0.34616503759568146,0.34616503759568146
2024-12-18,3.875,0.7559608113727868,0.7559608113727868
2024-12-23,1.375,-0.8832222837356346,-0.8832222837356346
2024-12-24,0.5,-1.456936367023582,-1.456936367023582
2024-12-26,1.125,-1.0471405932464768,-1.0471405932464768
2024-12-27,1.75,-0.6373448194693714,-0.6373448194693714
2024-12-30,2.75,0.018328418573997165,0.018328418573997165
2024-12-31,2.0,-0.47342650995852925,-0.47342650995852925
2025-01-02,2.5,-0.14558989093684496,-0.14558989093684496
2025-01-03,1.5,-0.8012631289802135,-0.8012631289802135
2025-01-06,2.625,-0.0636307361814239,-0.0636307361814239
2025-01-07,1.25,-0.9651814384910556,-0.9651814384910556
2025-01-08,3.75,0.6740016566173657,0.6740016566173657
2025-01-09,1.5,-0.8012631289802135,-0.8012631289802135
2025-01-13,2.625,-0.0636307361814239,-0.0636307361814239
2025-01-16,2.5,-0.14558989093684496,-0.14558989093684496
2025-01-17,3.5,0.5100833471065236,0.5100833471065236
2025-01-20,4.5,1.165756585149892,1.165756585149892
2025-01-21,2.125,-0.39146735520310816,-0.39146735520310816
2025-01-22,2.0,-0.47342650995852925,-0.47342650995852925
2025-01-23,2.625,-0.0636307361814239,-0.0636307361814239
2025-01-24,1.0,-1.1290997480018978,-1.1290997480018978
2025-01-27,4.0,0.8379199661282078,0.8379199661282078
2025-01-28,1.75,-0.6373448194693714,-0.6373448194693714
2025-01-29,1.375,-0.8832222837356346,-0.8832222837356346
2025-02-03,3.0,0.1822467280848393,0.1822467280848393
2025-02-04,1.875,-0.5553856647139503,-0.5553856647139503
2025-02-05,1.25,-0.9651814384910556,-0.9651814384910556
2025-02-06,2.25,-0.3095082004476871,-0.3095082004476871
2025-02-10,2.5,-0.14558989093684496,-0.14558989093684496
2025-02-11,1.25,-0.9651814384910556,-0.9651814384910556
2025-02-14,4.75,1.3296748946607342,1.3296748946607342
2025-02-17,0.625,-1.374977212268161,-1.374977212268161
2025-02-18,1.0,-1.1290997480018978,-1.1290997480018978
2025-02-19,2.0,-0.47342650995852925,-0.47342650995852925
2025-02-20,1.875,-0.5553856647139503,-0.5553856647139503
2025-02-21,1.625,-0.7193039742247924,-0.7193039742247924
2025-02-24,2.875,0.10028757332941823,0.10028757332941823
2025-02-25,2.625,-0.0636307361814239,-0.0636307361814239
2025-02-26,4.5,1.165756585149892,1.165756585149892
2025-03-03,4.875,1.4116340494161552,1.4116340494161552
2025-03-04,6.75,2.6410213707474712,2.6410213707474712
2025-03-05,5.875,2.0673072874595237,2.0673072874595237
2025-03-06,7.5,3.132776299279998,3.132776299279998
2025-03-10,4.125,0.9198791208836289,0.9198791208836289
2025-03-11,5.375,1.7394706684378396,1.7394706684378396
2025-03-14,3.875,0.7559608113727868,0.7559608113727868
2025-03-17,4.875,1.4116340494161552,1.4116340494161552
2025-03-18,2.5,-0.14558989093684496,-0.14558989093684496
2025-03-19,3.125,0.26420588284026036,0.26420588284026036
2025-03-20,2.875,0.10028757332941823,0.10028757332941823
2025-03-21,2.5,-0.14558989093684496,-0.14558989093684496
2025-03-24,1.25,-0.9651814384910556,-0.9651814384910556
2025-03-25,2.625,-0.0636307361814239,-0.0636307361814239
2025-03-26,1.75,-0.6373448194693714,-0.6373448194693714
2025-03-31,3.25,0.34616503759568146,0.34616503759568146
2025-04-01,3.75,0.6740016566173657,0.6740016566173657
2025-04-02,2.75,0.018328418573997165,0.018328418573997165
2025-04-03,8.125,3.542572073057103,3.542572073057103
2025-04-04,8.625,3.8704086920787875,3.8704086920787875
2025-04-07,8.0,3.460612918301682,3.460612918301682
2025-04-08,9.75,4.608041084877577,4.608041084877577
2025-04-09,8.75,3.9523678468342083,3.9523678468342083
2025-04-14,3.625,0.5920425018619446,0.5920425018619446
2025-04-15,4.875,1.4116340494161552,1.4116340494161552
2025-04-16,1.375,-0.8832222837356346,-0.8832222837356346
2025-04-17,3.0,0.1822467280848393,0.1822467280848393
2025-04-21,4.0,0.8379199661282078,0.8379199661282078
2025-04-22,1.75,-0.6373448194693714,-0.6373448194693714
2025-04-23,2.25,-0.3095082004476871,-0.3095082004476871
2025-04-24,3.5,0.5100833471065236,0.5100833471065236
2025-04-25,1.875,-0.5553856647139503,-0.5553856647139503
2025-04-28,2.0,-0.47342650995852925,-0.47342650995852925
2025-04-29,2.875,0.10028757332941823,0.10028757332941823
2025-05-01,2.875,0.10028757332941823,0.10028757332941823
2025-05-05,2.5,-0.14558989093684496,-0.14558989093684496
2025-05-06,2.25,-0.3095082004476871,-0.3095082004476871
2025-05-07,2.875,0.10028757332941823,0.10028757332941823
2025-05-08,2.625,-0.0636307361814239,-0.0636307361814239
2025-05-09,1.875,-0.5553856647139503,-0.5553856647139503
2025-05-12,3.125,0.26420588284026036,0.26420588284026036
2025-05-14,2.375,-0.22754904569226603,-0.22754904569226603
2025-05-16,2.0,-0.47342650995852925,-0.47342650995852925
2025-05-19,3.375,0.4281241923511025,0.4281241923511025
2025-05-20,1.5,-0.8012631289802135,-0.8012631289802135
2025-05-21,1.75,-0.6373448194693714,-0.6373448194693714
2025-05-22,2.875,0.10028757332941823,0.10028757332941823
2025-05-23,6.625,2.5590622159920504,2.5590622159920504
2025-05-26,1.25,-0.9651814384910556,-0.9651814384910556
2025-05-27,1.625,-0.7193039742247924,-0.7193039742247924
2025-05-28,4.75,1.3296748946607342,1.3296748946607342
2025-06-02,3.0,0.1822467280848393,0.1822467280848393
2025-06-03,3.5,0.5100833471065236,0.5100833471065236
2025-06-04,4.5,1.165756585149892,1.165756585149892
2025-06-05,4.375,1.083797430394471,1.083797430394471
2025-06-09,1.875,-0.5553856647139503,-0.5553856647139503
2025-06-10,1.125,-1.0471405932464768,-1.0471405932464768
2025-06-13,3.625,0.5920425018619446,0.5920425018619446
2025-06-16,2.75,0.018328418573997165,0.018328418573997165
2025-06-17,2.875,0.10028757332941823,0.10028757332941823
2025-06-18,1.875,-0.5553856647139503,-0.5553856647139503
2025-06-19,3.0,0.1822467280848393,0.1822467280848393
2025-06-20,2.25,-0.3095082004476871,-0.3095082004476871
2025-06-23,4.125,0.9198791208836289,0.9198791208836289
2025-06-24,2.25,-0.3095082004476871,-0.3095082004476871
2025-06-25,2.875,0.10028757332941823,0.10028757332941823
2025-06-30,1.75,-0.6373448194693714,-0.6373448194693714
2025-07-01,3.0,0.1822467280848393,0.1822467280848393
2025-07-02,1.75,-0.6373448194693714,-0.6373448194693714
2025-07-04,0.875,-1.2110589027573189,-1.2110589027573189
2025-07-07,1.5,-0.8012631289802135,-0.8012631289802135
2025-07-08,1.875,-0.5553856647139503,-0.5553856647139503
2025-07-09,3.375,0.4281241923511025,0.4281241923511025
2025-07-10,1.875,-0.5553856647139503,-0.5553856647139503
2025-07-11,1.625,-0.7193039742247924,-0.7193039742247924
2025-07-14,2.375,-0.22754904569226603,-0.22754904569226603
2025-07-17,2.75,0.018328418573997165,0.018328418573997165
2025-07-18,2.125,-0.39146735520310816,-0.39146735520310816
2025-07-21,1.5,-0.8012631289802135,-0.8012631289802135
2025-07-22,3.75,0.6740016566173657,0.6740016566173657
2025-07-23,1.875,-0.5553856647139503,-0.5553856647139503
2025-07-24,3.0,0.1822467280848393,0.1822467280848393
2025-07-25,1.625,-0.7193039742247924,-0.7193039742247924
2025-07-28,1.625,-0.7193039742247924,-0.7193039742247924
2025-07-29,1.625,-0.7193039742247924,-0.7193039742247924
2025-08-04,2.625,-0.0636307361814239,-0.0636307361814239
2025-08-05,1.375,-0.8832222837356346,-0.8832222837356346
2025-08-06,1.5,-0.8012631289802135,-0.8012631289802135
2025-08-07,1.875,-0.5553856647139503,-0.5553856647139503
2025-08-08,2.25,-0.3095082004476871,-0.3095082004476871
2025-08-11,1.75,-0.6373448194693714,-0.6373448194693714
2025-08-13,1.875,-0.5553856647139503,-0.5553856647139503
2025-08-15,1.25,-0.9651814384910556,-0.9651814384910556
2025-08-18,2.0,-0.47342650995852925,-0.47342650995852925
2025-08-19,1.625,-0.7193039742247924,-0.7193039742247924
2025-08-20,1.625,-0.7193039742247924,-0.7193039742247924
2025-08-21,2.0,-0.47342650995852925,-0.47342650995852925
2025-08-22,1.875,-0.5553856647139503,-0.5553856647139503
2025-08-25,1.75,-0.6373448194693714,-0.6373448194693714
2025-08-26,1.75,-0.6373448194693714,-0.6373448194693714
2025-08-27,4.125,0.9198791208836289,0.9198791208836289
2025-09-02,3.5,0.5100833471065236,0.5100833471065236
2025-09-03,3.5,0.5100833471065236,0.5100833471065236
2025-09-04,3.5,0.5100833471065236,0.5100833471065236
2025-09-08,2.125,-0.39146735520310816,-0.39146735520310816
2025-09-12,1.875,-0.5553856647139503,-0.5553856647139503
2025-09-15,2.875,0.10028757332941823,0.10028757332941823
2025-09-16,2.25,-0.3095082004476871,-0.3095082004476871
2025-09-17,1.625,-0.7193039742247924,-0.7193039742247924
2025-09-18,5.875,2.0673072874595237,2.0673072874595237
2025-09-19,2.375,-0.22754904569226603,-0.22754904569226603
2025-09-22,1.0,-1.1290997480018978,-1.1290997480018978
2025-09-23,0.875,-1.2110589027573189,-1.2110589027573189
2025-09-24,1.875,-0.5553856647139503,-0.5553856647139503
2025-09-29,1.625,-0.7193039742247924,-0.7193039742247924
2025-09-30,1.625,-0.7193039742247924,-0.7193039742247924
2025-10-01,4.25,1.00183827563905,1.00183827563905
2025-10-02,2.875,0.10028757332941823,0.10028757332941823
2025-10-06,1.375,-0.8832222837356346,-0.8832222837356346
2025-10-07,1.75,-0.6373448194693714,-0.6373448194693714
2025-10-08,0.75,-1.29301805751274,-1.29301805751274
2025-10-09,2.5,-0.14558989093684496,-0.14558989093684496
2025-10-10,1.625,-0.7193039742247924,-0.7193039742247924
2025-10-13,1.625,-0.7193039742247924,-0.7193039742247924
2025-10-14,3.25,0.34616503759568146,0.34616503759568146
2025-10-17,4.625,1.2477157399053131,1.2477157399053131
2025-10-20,1.875,-0.5553856647139503,-0.5553856647139503
2025-10-21,2.5,-0.14558989093684496,-0.14558989093684496
2025-10-22,2.5,-0.14558989093684496,-0.14558989093684496
2025-10-23,1.125,-1.0471405932464768,-1.0471405932464768
2025-10-27,2.0,-0.47342650995852925,-0.47342650995852925
2025-10-28,2.75,0.018328418573997165,0.018328418573997165
2025-10-29,1.25,-0.9651814384910556,-0.9651814384910556
2025-11-03,2.0,-0.47342650995852925,-0.47342650995852925
2025-11-04,0.875,-1.2110589027573189,-1.2110589027573189
2025-11-05,2.875,0.10028757332941823,0.10028757332941823
2025-11-06,3.375,0.4281241923511025,0.4281241923511025
2025-11-10,2.625,-0.0636307361814239,-0.0636307361814239
2025-11-11,3.25,0.34616503759568146,0.34616503759568146
2025-11-12,1.875,-0.5553856647139503,-0.5553856647139503
2025-11-17,1.75,-0.6373448194693714,-0.6373448194693714
2025-11-18,1.625,-0.7193039742247924,-0.7193039742247924
2025-11-19,1.75,-0.6373448194693714,-0.6373448194693714
2025-11-24,1.75,-0.6373448194693714,-0.6373448194693714
2025-12-01,4.75,1.3296748946607342,1.3296748946607342
2025-12-02,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-03,1.75,-0.6373448194693714,-0.6373448194693714
2025-12-04,2.875,0.10028757332941823,0.10028757332941823
2025-12-08,2.75,0.018328418573997165,0.018328418573997165
2025-12-09,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-10,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-12,1.625,-0.7193039742247924,-0.7193039742247924
2025-12-15,1.375,-0.8832222837356346,-0.8832222837356346
2025-12-17,1.625,-0.7193039742247924,-0.7193039742247924
2025-12-19,1.375,-0.8832222837356346,-0.8832222837356346
2025-12-22,0.875,-1.2110589027573189,-1.2110589027573189
2025-12-26,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-29,1.5,-0.8012631289802135,-0.8012631289802135
2025-12-30,1.375,-0.8832222837356346,-0.8832222837356346
2025-12-31,3.375,0.4281241923511025,0.4281241923511025
